Seqno,RecvTime,U1,I1,U2,I2,U3,I3
6335,1743738062548209,274.384,12.473,-10.180,-0.462,-264.204,-12.012
6336,1743738062548212,281.249,12.783,-25.417,-1.155,-255.832,-11.628
6337,1743738062548216,287.448,13.064,-40.612,-1.847,-246.836,-11.222
6338,1743738062548219,292.936,13.314,-55.699,-2.531,-237.237,-10.783
6339,1743738062548223,297.735,13.531,-70.657,-3.210,-227.079,-10.321
6340,1743738062548226,301.803,13.720,-85.442,-3.884,-216.361,-9.836
6341,1743738062548230,305.139,13.873,-100.013,-4.544,-205.148,-9.324
6342,1743738062548233,307.765,13.988,-114.346,-5.195,-193.418,-8.793
6343,1743738062548236,309.637,14.076,-128.400,-5.837,-181.215,-8.239
6344,1743738062548240,310.756,14.127,-142.153,-6.461,-168.603,-7.661
6345,1743738062548243,311.122,14.141,-155.561,-7.070,-155.561,-7.070
6346,1743738062548246,310.756,14.127,-168.603,-7.661,-142.153,-6.461
6347,1743738062548250,309.637,14.076,-181.215,-8.239,-128.400,-5.837
6348,1743738062548253,307.765,13.988,-193.418,-8.793,-114.346,-5.195
6349,1743738062548256,305.139,13.873,-205.148,-9.324,-100.013,-4.544
6350,1743738062548260,301.803,13.720,-216.361,-9.836,-85.442,-3.884
6351,1743738062548263,297.735,13.531,-227.079,-10.321,-70.657,-3.210
6352,1743738062548267,292.936,13.314,-237.237,-10.783,-55.699,-2.531
6353,1743738062548270,287.448,13.064,-246.836,-11.222,-40.612,-1.847
6354,1743738062548274,281.249,12.783,-255.832,-11.628,-25.417,-1.155
6355,1743738062548277,274.384,12.473,-264.204,-12.012,-10.180,-0.462
6356,1743738062548281,266.873,12.132,-271.952,-12.363,5.101,0.231
6357,1743738062548284,258.694,11.758,-279.033,-12.686,20.338,0.924
6358,1743738062548288,249.892,11.360,-285.468,-12.977,35.554,1.616
6359,1743738062548293,240.508,10.931,-291.193,-13.235,50.684,2.304
6360,1743738062548297,230.522,10.478,-296.207,-13.466,65.685,2.983
6361,1743738062548300,219.998,9.998,-300.533,-13.660,80.535,3.662
6362,1743738062548304,208.936,9.499,-304.106,-13.822,95.170,4.327
6363,1743738062548307,197.378,8.973,-306.968,-13.951,109.590,4.983
6364,1743738062548310,185.347,8.423,-309.099,-14.048,123.752,5.625
6365,1743738062548314,172.843,7.855,-310.455,-14.113,137.612,6.253
6366,1743738062548317,159.952,7.269,-311.079,-14.141,151.127,6.872
6367,1743738062548320,146.672,6.668,-310.950,-14.136,164.299,7.467
6368,1743738062548324,133.027,6.045,-310.089,-14.094,177.061,8.049
6369,1743738062548327,119.060,5.412,-308.475,-14.020,189.394,8.608
6370,1743738062548330,104.812,4.766,-306.107,-13.914,201.295,9.148
6371,1743738062548334,90.306,4.105,-303.008,-13.771,212.680,9.666
6372,1743738062548337,75.607,3.436,-299.177,-13.600,223.571,10.164
6373,1743738062548340,60.692,2.757,-294.615,-13.392,233.923,10.631
6374,1743738062548344,45.648,2.074,-289.363,-13.152,243.694,11.079
6375,1743738062548347,30.497,1.385,-283.402,-12.880,252.905,11.494
6376,1743738062548351,15.259,0.693,-276.751,-12.580,261.492,11.887
6377,1743738062548355,0.000,0.000,-269.434,-12.247,269.434,12.247
6378,1743738062548358,-15.259,-0.693,-261.492,-11.887,276.751,12.580
6379,1743738062548362,-30.497,-1.385,-252.905,-11.494,283.402,12.880
6380,1743738062548365,-45.648,-2.074,-243.694,-11.079,289.363,13.152
6381,1743738062548369,-60.692,-2.757,-233.923,-10.631,294.615,13.392
6382,1743738062548372,-75.607,-3.436,-223.571,-10.164,299.177,13.600
6383,1743738062548376,-90.306,-4.105,-212.680,-9.666,303.008,13.771
6384,1743738062548379,-104.812,-4.766,-201.295,-9.148,306.107,13.914
6385,1743738062548382,-119.060,-5.412,-189.394,-8.608,308.475,14.020
6386,1743738062548386,-133.027,-6.045,-177.061,-8.049,310.089,14.094
6387,1743738062548389,-146.672,-6.668,-164.299,-7.467,310.950,14.136
6388,1743738062548392,-159.952,-7.269,-151.127,-6.872,311.079,14.141
6389,1743738062548396,-172.843,-7.855,-137.612,-6.253,310.455,14.113
6390,1743738062548399,-185.347,-8.423,-123.752,-5.625,309.099,14.048
6391,1743738062548402,-197.378,-8.973,-109.590,-4.983,306.968,13.951
6392,1743738062548406,-208.936,-9.499,-95.170,-4.327,304.106,13.822
6393,1743738062548409,-219.998,-9.998,-80.535,-3.662,300.533,13.660
6394,1743738062548412,-230.522,-10.478,-65.685,-2.983,296.207,13.466
6395,1743738062548416,-240.508,-10.931,-50.684,-2.304,291.193,13.235
6396,1743738062548419,-249.892,-11.360,-35.554,-1.616,285.468,12.977
6397,1743738062548423,-258.694,-11.758,-20.338,-0.924,279.033,12.686
6398,1743738062548427,-266.873,-12.132,-5.101,-0.231,271.952,12.363
6399,1743738062548430,-274.384,-12.473,10.180,0.462,264.204,12.012
6400,1743738062548439,-281.249,-12.783,25.417,1.155,255.832,11.628
6401,1743738062548444,-287.448,-13.064,40.612,1.847,246.836,11.222
6402,1743738062548448,-292.936,-13.314,55.699,2.531,237.237,10.783
6403,1743738062548451,-297.735,-13.531,70.657,3.210,227.079,10.321
6404,1743738062548455,-301.803,-13.720,85.442,3.884,216.361,9.836
6405,1743738062548458,-305.139,-13.873,100.013,4.544,205.148,9.324
6406,1743738062548462,-307.765,-13.988,114.346,5.195,193.418,8.793
6407,1743738062548465,-309.637,-14.076,128.400,5.837,181.215,8.239
6408,1743738062548468,-310.756,-14.127,142.153,6.461,168.603,7.661
6409,1743738062548472,-311.122,-14.141,155.561,7.070,155.561,7.070
6410,1743738062548475,-310.756,-14.127,168.603,7.661,142.153,6.461
6411,1743738062548478,-309.637,-14.076,181.215,8.239,128.400,5.837
6412,1743738062548482,-307.765,-13.988,193.418,8.793,114.346,5.195
6413,1743738062548485,-305.139,-13.873,205.148,9.324,100.013,4.544
6414,1743738062548489,-301.803,-13.720,216.361,9.836,85.442,3.884
6415,1743738062548492,-297.735,-13.531,227.079,10.321,70.657,3.210
6416,1743738062548495,-292.936,-13.314,237.237,10.783,55.699,2.531
6417,1743738062548499,-287.448,-13.064,246.836,11.222,40.612,1.847
6418,1743738062548502,-281.249,-12.783,255.832,11.628,25.417,1.155
6419,1743738062548508,-274.384,-12.473,264.204,12.012,10.180,0.462
6420,1743738062548512,-266.873,-12.132,271.952,12.363,-5.101,-0.231
6421,1743738062548515,-258.694,-11.758,279.033,12.686,-20.338,-0.924
6422,1743738062548519,-249.892,-11.360,285.468,12.977,-35.554,-1.616
6423,1743738062548522,-240.508,-10.931,291.193,13.235,-50.684,-2.304
6424,1743738062548526,-230.522,-10.478,296.207,13.466,-65.685,-2.983
6425,1743738062548529,-219.998,-9.998,300.533,13.660,-80.535,-3.662
6426,1743738062548533,-208.936,-9.499,304.106,13.822,-95.170,-4.327
6427,1743738062548536,-197.378,-8.973,306.968,13.951,-109.590,-4.983
6428,1743738062548539,-185.347,-8.423,309.099,14.048,-123.752,-5.625
6429,1743738062548543,-172.843,-7.855,310.455,14.113,-137.612,-6.253
6430,1743738062548546,-159.952,-7.269,311.079,14.141,-151.127,-6.872
6431,1743738062548549,-146.672,-6.668,310.950,14.136,-164.299,-7.467
6432,1743738062548553,-133.027,-6.045,310.089,14.094,-177.061,-8.049
6433,1743738062548556,-119.060,-5.412,308.475,14.020,-189.394,-8.608
6434,1743738062548559,-104.812,-4.766,306.107,13.914,-201.295,-9.148
6435,1743738062548563,-90.306,-4.105,303.008,13.771,-212.680,-9.666
6436,1743738062548566,-75.607,-3.436,299.177,13.600,-223.571,-10.164
6437,1743738062548570,-60.692,-2.757,294.615,13.392,-233.923,-10.631
6438,1743738062548573,-45.648,-2.074,289.363,13.152,-243.694,-11.079
6439,1743738062548577,-30.497,-1.385,283.402,12.880,-252.905,-11.494
6440,1743738062548580,-15.259,-0.693,276.751,12.580,-261.492,-11.887
6441,1743738062548584,0.000,0.000,269.434,12.247,-269.434,-12.247
6442,1743738062548587,15.259,0.693,261.492,11.887,-276.751,-12.580
6443,1743738062548591,30.497,1.385,252.905,11.494,-283.402,-12.880
6444,1743738062548594,45.648,2.074,243.694,11.079,-289.363,-13.152
6445,1743738062548598,60.692,2.757,233.923,10.631,-294.615,-13.392
6446,1743738062548601,75.607,3.436,223.571,10.164,-299.177,-13.600
6447,1743738062548605,90.306,4.105,212.680,9.666,-303.008,-13.771
6448,1743738062548608,104.812,4.766,201.295,9.148,-306.107,-13.914
6449,1743738062548612,119.060,5.412,189.394,8.608,-308.475,-14.020
6450,1743738062548615,133.027,6.045,177.061,8.049,-310.089,-14.094
6451,1743738062548618,146.672,6.668,164.299,7.467,-310.950,-14.136
6452,1743738062548622,159.952,7.269,151.127,6.872,-311.079,-14.141
6453,1743738062548625,172.843,7.855,137.612,6.253,-310.455,-14.113
6454,1743738062548629,185.347,8.423,123.752,5.625,-309.099,-14.048
6455,1743738062548632,197.378,8.973,109.590,4.983,-306.968,-13.951
6456,1743738062548635,208.936,9.499,95.170,4.327,-304.106,-13.822
6457,1743738062548639,219.998,9.998,80.535,3.662,-300.533,-13.660
6458,1743738062548642,230.522,10.478,65.685,2.983,-296.207,-13.466
6459,1743738062548646,240.508,10.931,50.684,2.304,-291.193,-13.235
6460,1743738062548649,249.892,11.360,35.554,1.616,-285.468,-12.977
6461,1743738062548653,258.694,11.758,20.338,0.924,-279.033,-12.686
6462,1743738062548656,266.873,12.132,5.101,0.231,-271.952,-12.363
6463,1743738062548660,274.384,12.473,-10.180,-0.462,-264.204,-12.012
6464,1743738062548663,281.249,12.783,-25.417,-1.155,-255.832,-11.628
6465,1743738062548667,287.448,13.064,-40.612,-1.847,-246.836,-11.222
6466,1743738062548670,292.936,13.314,-55.699,-2.531,-237.237,-10.783
6467,1743738062548674,297.735,13.531,-70.657,-3.210,-227.079,-10.321
6468,1743738062548677,301.803,13.720,-85.442,-3.884,-216.361,-9.836
6469,1743738062548681,305.139,13.873,-100.013,-4.544,-205.148,-9.324
6470,1743738062548684,307.765,13.988,-114.346,-5.195,-193.418,-8.793
6471,1743738062548687,309.637,14.076,-128.400,-5.837,-181.215,-8.239
6472,1743738062548691,310.756,14.127,-142.153,-6.461,-168.603,-7.661
6473,1743738062548694,311.122,14.141,-155.561,-7.070,-155.561,-7.070
6474,1743738062548698,310.756,14.127,-168.603,-7.661,-142.153,-6.461
6475,1743738062548701,309.637,14.076,-181.215,-8.239,-128.400,-5.837
6476,1743738062548704,307.765,13.988,-193.418,-8.793,-114.346,-5.195
6477,1743738062548708,305.139,13.873,-205.148,-9.324,-100.013,-4.544
6478,1743738062548711,301.803,13.720,-216.361,-9.836,-85.442,-3.884
6479,1743738062548720,297.735,13.531,-227.079,-10.321,-70.657,-3.210
6480,1743738062548724,292.936,13.314,-237.237,-10.783,-55.699,-2.531
6481,1743738062548727,287.448,13.064,-246.836,-11.222,-40.612,-1.847
6482,1743738062548731,281.249,12.783,-255.832,-11.628,-25.417,-1.155
6483,1743738062548734,274.384,12.473,-264.204,-12.012,-10.180,-0.462
6484,1743738062548738,266.873,12.132,-271.952,-12.363,5.101,0.231
6485,1743738062548741,258.694,11.758,-279.033,-12.686,20.338,0.924
6486,1743738062548745,249.892,11.360,-285.468,-12.977,35.554,1.616
6487,1743738062548749,240.508,10.931,-291.193,-13.235,50.684,2.304
6488,1743738062548752,230.522,10.478,-296.207,-13.466,65.685,2.983
6489,1743738062548756,219.998,9.998,-300.533,-13.660,80.535,3.662
6490,1743738062548759,208.936,9.499,-304.106,-13.822,95.170,4.327
6491,1743738062548762,197.378,8.973,-306.968,-13.951,109.590,4.983
6492,1743738062548766,185.347,8.423,-309.099,-14.048,123.752,5.625
6493,1743738062548769,172.843,7.855,-310.455,-14.113,137.612,6.253
6494,1743738062548772,159.952,7.269,-311.079,-14.141,151.127,6.872
6495,1743738062548776,146.672,6.668,-310.950,-14.136,164.299,7.467
6496,1743738062548779,133.027,6.045,-310.089,-14.094,177.061,8.049
6497,1743738062548782,119.060,5.412,-308.475,-14.020,189.394,8.608
6498,1743738062548786,104.812,4.766,-306.107,-13.914,201.295,9.148
6499,1743738062548789,90.306,4.105,-303.008,-13.771,212.680,9.666
6500,1743738062548792,75.607,3.436,-299.177,-13.600,223.571,10.164
6501,1743738062548796,60.692,2.757,-294.615,-13.392,233.923,10.631
6502,1743738062548800,45.648,2.074,-289.363,-13.152,243.694,11.079
6503,1743738062548803,30.497,1.385,-283.402,-12.880,252.905,11.494
6504,1743738062548807,15.259,0.693,-276.751,-12.580,261.492,11.887
6505,1743738062548810,0.000,0.000,-269.434,-12.247,269.434,12.247
6506,1743738062548814,-15.259,-0.693,-261.492,-11.887,276.751,12.580
6507,1743738062548817,-30.497,-1.385,-252.905,-11.494,283.402,12.880
6508,1743738062548821,-45.648,-2.074,-243.694,-11.079,289.363,13.152
6509,1743738062548824,-60.692,-2.757,-233.923,-10.631,294.615,13.392
6510,1743738062548828,-75.607,-3.436,-223.571,-10.164,299.177,13.600
6511,1743738062548831,-90.306,-4.105,-212.680,-9.666,303.008,13.771
6512,1743738062548835,-104.812,-4.766,-201.295,-9.148,306.107,13.914
6513,1743738062548838,-119.060,-5.412,-189.394,-8.608,308.475,14.020
6514,1743738062548841,-133.027,-6.045,-177.061,-8.049,310.089,14.094
6515,1743738062548845,-146.672,-6.668,-164.299,-7.467,310.950,14.136
6516,1743738062548848,-159.952,-7.269,-151.127,-6.872,311.079,14.141
6517,1743738062548852,-172.843,-7.855,-137.612,-6.253,310.455,14.113
6518,1743738062548855,-185.347,-8.423,-123.752,-5.625,309.099,14.048
6519,1743738062548858,-197.378,-8.973,-109.590,-4.983,306.968,13.951
6520,1743738062548862,-208.936,-9.499,-95.170,-4.327,304.106,13.822
6521,1743738062548865,-219.998,-9.998,-80.535,-3.662,300.533,13.660
6522,1743738062548868,-230.522,-10.478,-65.685,-2.983,296.207,13.466
6523,1743738062548872,-240.508,-10.931,-50.684,-2.304,291.193,13.235
6524,1743738062548876,-249.892,-11.360,-35.554,-1.616,285.468,12.977
6525,1743738062548879,-258.694,-11.758,-20.338,-0.924,279.033,12.686
6526,1743738062548883,-266.873,-12.132,-5.101,-0.231,271.952,12.363
6527,1743738062548886,-274.384,-12.473,10.180,0.462,264.204,12.012
6528,1743738062548890,-281.249,-12.783,25.417,1.155,255.832,11.628
6529,1743738062548893,-287.448,-13.064,40.612,1.847,246.836,11.222
6530,1743738062548897,-292.936,-13.314,55.699,2.531,237.237,10.783
6531,1743738062548900,-297.735,-13.531,70.657,3.210,227.079,10.321
6532,1743738062548904,-301.803,-13.720,85.442,3.884,216.361,9.836
6533,1743738062548907,-305.139,-13.873,100.013,4.544,205.148,9.324
6534,1743738062548910,-307.765,-13.988,114.346,5.195,193.418,8.793
6535,1743738062548914,-309.637,-14.076,128.400,5.837,181.215,8.239
6536,1743738062548917,-310.756,-14.127,142.153,6.461,168.603,7.661
6537,1743738062548921,-311.122,-14.141,155.561,7.070,155.561,7.070
6538,1743738062548924,-310.756,-14.127,168.603,7.661,142.153,6.461
6539,1743738062548927,-309.637,-14.076,181.215,8.239,128.400,5.837
6540,1743738062548933,-307.765,-13.988,193.418,8.793,114.346,5.195
6541,1743738062548936,-305.139,-13.873,205.148,9.324,100.013,4.544
6542,1743738062548940,-301.803,-13.720,216.361,9.836,85.442,3.884
6543,1743738062548943,-297.735,-13.531,227.079,10.321,70.657,3.210
6544,1743738062548947,-292.936,-13.314,237.237,10.783,55.699,2.531
6545,1743738062548950,-287.448,-13.064,246.836,11.222,40.612,1.847
6546,1743738062548954,-281.249,-12.783,255.832,11.628,25.417,1.155
6547,1743738062548957,-274.384,-12.473,264.204,12.012,10.180,0.462
6548,1743738062548961,-266.873,-12.132,271.952,12.363,-5.101,-0.231
6549,1743738062548964,-258.694,-11.758,279.033,12.686,-20.338,-0.924
6550,1743738062548968,-249.892,-11.360,285.468,12.977,-35.554,-1.616
6551,1743738062548971,-240.508,-10.931,291.193,13.235,-50.684,-2.304
6552,1743738062548975,-230.522,-10.478,296.207,13.466,-65.685,-2.983
6553,1743738062548978,-219.998,-9.998,300.533,13.660,-80.535,-3.662
6554,1743738062548982,-208.936,-9.499,304.106,13.822,-95.170,-4.327
6555,1743738062548985,-197.378,-8.973,306.968,13.951,-109.590,-4.983
6556,1743738062548988,-185.347,-8.423,309.099,14.048,-123.752,-5.625
6557,1743738062548992,-172.843,-7.855,310.455,14.113,-137.612,-6.253
6558,1743738062548995,-159.952,-7.269,311.079,14.141,-151.127,-6.872
6559,1743738062548999,-146.672,-6.668,310.950,14.136,-164.299,-7.467
6560,1743738062549002,-133.027,-6.045,310.089,14.094,-177.061,-8.049
6561,1743738062549005,-119.060,-5.412,308.475,14.020,-189.394,-8.608
6562,1743738062549009,-104.812,-4.766,306.107,13.914,-201.295,-9.148
6563,1743738062549012,-90.306,-4.105,303.008,13.771,-212.680,-9.666
6564,1743738062549015,-75.607,-3.436,299.177,13.600,-223.571,-10.164
6565,1743738062549019,-60.692,-2.757,294.615,13.392,-233.923,-10.631
6566,1743738062549022,-45.648,-2.074,289.363,13.152,-243.694,-11.079
6567,1743738062549026,-30.497,-1.385,283.402,12.880,-252.905,-11.494
6568,1743738062549029,-15.259,-0.693,276.751,12.580,-261.492,-11.887
6569,1743738062549033,0.000,0.000,269.434,12.247,-269.434,-12.247
6570,1743738062549036,15.259,0.693,261.492,11.887,-276.751,-12.580
6571,1743738062549040,30.497,1.385,252.905,11.494,-283.402,-12.880
6572,1743738062549043,45.648,2.074,243.694,11.079,-289.363,-13.152
6573,1743738062549047,60.692,2.757,233.923,10.631,-294.615,-13.392
6574,1743738062549051,75.607,3.436,223.571,10.164,-299.177,-13.600
6575,1743738062549054,90.306,4.105,212.680,9.666,-303.008,-13.771
6576,1743738062549058,104.812,4.766,201.295,9.148,-306.107,-13.914
6577,1743738062549061,119.060,5.412,189.394,8.608,-308.475,-14.020
6578,1743738062549064,133.027,6.045,177.061,8.049,-310.089,-14.094
6579,1743738062549068,146.672,6.668,164.299,7.467,-310.950,-14.136
6580,1743738062549071,159.952,7.269,151.127,6.872,-311.079,-14.141
6581,1743738062549074,172.843,7.855,137.612,6.253,-310.455,-14.113
6582,1743738062549078,185.347,8.423,123.752,5.625,-309.099,-14.048
6583,1743738062549081,197.378,8.973,109.590,4.983,-306.968,-13.951
6584,1743738062549085,208.936,9.499,95.170,4.327,-304.106,-13.822
6585,1743738062549088,219.998,9.998,80.535,3.662,-300.533,-13.660
6586,1743738062549091,230.522,10.478,65.685,2.983,-296.207,-13.466
6587,1743738062549095,240.508,10.931,50.684,2.304,-291.193,-13.235
6588,1743738062549098,249.892,11.360,35.554,1.616,-285.468,-12.977
6589,1743738062549102,258.694,11.758,20.338,0.924,-279.033,-12.686
6590,1743738062549105,266.873,12.132,5.101,0.231,-271.952,-12.363
6591,1743738062549109,274.384,12.473,-10.180,-0.462,-264.204,-12.012
6592,1743738062549112,281.249,12.783,-25.417,-1.155,-255.832,-11.628
6593,1743738062549116,287.448,13.064,-40.612,-1.847,-246.836,-11.222
6594,1743738062549119,292.936,13.314,-55.699,-2.531,-237.237,-10.783
6595,1743738062549123,297.735,13.531,-70.657,-3.210,-227.079,-10.321
6596,1743738062549127,301.803,13.720,-85.442,-3.884,-216.361,-9.836
6597,1743738062549130,305.139,13.873,-100.013,-4.544,-205.148,-9.324
6598,1743738062549133,307.765,13.988,-114.346,-5.195,-193.418,-8.793
6599,1743738062549137,309.637,14.076,-128.400,-5.837,-181.215,-8.239
6600,1743738062549142,310.756,14.127,-142.153,-6.461,-168.603,-7.661
6601,1743738062549146,311.122,14.141,-155.561,-7.070,-155.561,-7.070
6602,1743738062549149,310.756,14.127,-168.603,-7.661,-142.153,-6.461
6603,1743738062549152,309.637,14.076,-181.215,-8.239,-128.400,-5.837
6604,1743738062549155,307.765,13.988,-193.418,-8.793,-114.346,-5.195
6605,1743738062549159,305.139,13.873,-205.148,-9.324,-100.013,-4.544
6606,1743738062549162,301.803,13.720,-216.361,-9.836,-85.442,-3.884
6607,1743738062549165,297.735,13.531,-227.079,-10.321,-70.657,-3.210
6608,1743738062549169,292.936,13.314,-237.237,-10.783,-55.699,-2.531
6609,1743738062549173,287.448,13.064,-246.836,-11.222,-40.612,-1.847
6610,1743738062549176,281.249,12.783,-255.832,-11.628,-25.417,-1.155
6611,1743738062549180,274.384,12.473,-264.204,-12.012,-10.180,-0.462
6612,1743738062549183,266.873,12.132,-271.952,-12.363,5.101,0.231
6613,1743738062549186,258.694,11.758,-279.033,-12.686,20.338,0.924
6614,1743738062549190,249.892,11.360,-285.468,-12.977,35.554,1.616
6615,1743738062549193,240.508,10.931,-291.193,-13.235,50.684,2.304
6616,1743738062549197,230.522,10.478,-296.207,-13.466,65.685,2.983
6617,1743738062549200,219.998,9.998,-300.533,-13.660,80.535,3.662
6618,1743738062549204,208.936,9.499,-304.106,-13.822,95.170,4.327
6619,1743738062549207,197.378,8.973,-306.968,-13.951,109.590,4.983
6620,1743738062549210,185.347,8.423,-309.099,-14.048,123.752,5.625
6621,1743738062549214,172.843,7.855,-310.455,-14.113,137.612,6.253
